record_id,stadium_code,stadium_name,home_team,store_facility,floor,zone_location,map_label,menu_category_official,location_qty,operating_hours_official,evidence_type,evidence_subtype,source_id,source_url,verified_at,status,notes
F036,JAMSIL,잠실야구장,"LG, DOOSAN",Miss&Mr Potato,2층,공식 층별 안내도 표기 위치,B27,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F037,JAMSIL,잠실야구장,"LG, DOOSAN",달콤커피,2층,공식 층별 안내도 표기 위치,B28,카페/간식,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F038,JAMSIL,잠실야구장,"LG, DOOSAN",신철판,2층,공식 층별 안내도 표기 위치,B29,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F039,JAMSIL,잠실야구장,"LG, DOOSAN",명인만두,2층,공식 층별 안내도 표기 위치,B30,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F040,JAMSIL,잠실야구장,"LG, DOOSAN",백미당,2층,공식 층별 안내도 표기 위치,B31,카페/간식,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F041,JAMSIL,잠실야구장,"LG, DOOSAN",맥주창고,2층,공식 층별 안내도 표기 위치,B32,카페/간식,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F042,JAMSIL,잠실야구장,"LG, DOOSAN",죠스 떡볶이,2층,공식 층별 안내도 표기 위치,B33,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F043,JAMSIL,잠실야구장,"LG, DOOSAN",앤티앤스 프레즐,2층,공식 층별 안내도 표기 위치,B34,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F044,JAMSIL,잠실야구장,"LG, DOOSAN",피자헛,2층,공식 층별 안내도 표기 위치,B35,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F045,JAMSIL,잠실야구장,"LG, DOOSAN",BHC,2층,공식 층별 안내도 표기 위치,B36,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F046,JAMSIL,잠실야구장,"LG, DOOSAN",짝태 패밀리,2.5층,공식 층별 안내도 표기 위치,C01,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F047,JAMSIL,잠실야구장,"LG, DOOSAN",와팡,2.5층,공식 층별 안내도 표기 위치,C04,카페/간식,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F048,JAMSIL,잠실야구장,"LG, DOOSAN",통밥,2.5층,공식 층별 안내도 표기 위치,C05,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F049,JAMSIL,잠실야구장,"LG, DOOSAN",GS25,3층,공식 층별 안내도 표기 위치,D01,편의점/마트,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F050,JAMSIL,잠실야구장,"LG, DOOSAN",스태프 핫도그,3층,공식 층별 안내도 표기 위치,D02,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F051,JAMSIL,잠실야구장,"LG, DOOSAN",GS25,3층,공식 층별 안내도 표기 위치,D03,편의점/마트,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F052,JAMSIL,잠실야구장,"LG, DOOSAN",KFC,3층,공식 층별 안내도 표기 위치,D04,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F053,JAMSIL,잠실야구장,"LG, DOOSAN",GS25,3층,공식 층별 안내도 표기 위치,D05,편의점/마트,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F054,JAMSIL,잠실야구장,"LG, DOOSAN",와팡,3층,공식 층별 안내도 표기 위치,D06,카페/간식,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F055,JAMSIL,잠실야구장,"LG, DOOSAN",BBQ,3층,공식 층별 안내도 표기 위치,D07,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F056,JAMSIL,잠실야구장,"LG, DOOSAN",GS25,3층,공식 층별 안내도 표기 위치,D08,편의점/마트,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F057,JAMSIL,잠실야구장,"LG, DOOSAN",맘스터치,3층,공식 층별 안내도 표기 위치,D09,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F058,JAMSIL,잠실야구장,"LG, DOOSAN",GS25,3층,공식 층별 안내도 표기 위치,D10,편의점/마트,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F059,JAMSIL,잠실야구장,"LG, DOOSAN",스태프 핫도그,3층,공식 층별 안내도 표기 위치,D11,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F060,JAMSIL,잠실야구장,"LG, DOOSAN",GS25,3층,공식 층별 안내도 표기 위치,D12,편의점/마트,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F061,JAMSIL,잠실야구장,"LG, DOOSAN",올떡,4층,공식 4층 안내 목록,,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F062,JAMSIL,잠실야구장,"LG, DOOSAN",제발시켜주세요,4층,공식 4층 안내 목록,,식당,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,세부 메뉴·매장별 운영시간은 공식 안내에 미표기
F063,GOCHEOK,고척스카이돔,KIWOOM,피자,내야 2층,2번 통로 맞은편,1,"불고기, 페페로니 피자",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F064,GOCHEOK,고척스카이돔,KIWOOM,편의점,내야 2층,2번 통로 맞은편,2,"캔맥주, 음료, 각종 스낵, 마른 안주",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F065,GOCHEOK,고척스카이돔,KIWOOM,멕시카나강정,내야 2층,2번 통로 맞은편,2,양념닭강정,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F066,GOCHEOK,고척스카이돔,KIWOOM,올리브떡볶이,내야 2층,4번 통로 맞은편,3,"떡볶이, 순대, 튀김",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F067,GOCHEOK,고척스카이돔,KIWOOM,편밀밀,내야 2층,4번 통로 맞은편,4,"만두라자냐, 만두고로케",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F068,GOCHEOK,고척스카이돔,KIWOOM,꼬치닭,내야 2층,5~6번 통로 사이,5,꼬치,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F069,GOCHEOK,고척스카이돔,KIWOOM,명량핫도그,내야 2층,5~6번 통로 사이,6,"케이준감자콤보, 통모짜 핫도그",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F070,GOCHEOK,고척스카이돔,KIWOOM,스트릿츄러스,내야 2층,8번 통로 맞은편,9,"츄러스, 아이스크림츄러스",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F071,GOCHEOK,고척스카이돔,KIWOOM,올리브떡볶이,내야 2층,9번 통로 맞은편,10,"떡볶이, 순대, 튀김",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F072,GOCHEOK,고척스카이돔,KIWOOM,편의점,내야 2층,11번 통로 맞은편,11,"캔맥주, 음료, 각종 스낵, 마른 안주",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F073,GOCHEOK,고척스카이돔,KIWOOM,멕시카나강정,내야 2층,11번 통로 맞은편,11,양념닭강정,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F074,GOCHEOK,고척스카이돔,KIWOOM,스테프 핫도그,내야 2층,11번 통로 맞은편,12,"스테프핫도그, 플레인핫도그, 칠리핫도그",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F075,GOCHEOK,고척스카이돔,KIWOOM,bk버거,내야 2층,4번 통로 맞은편,13,"한우버거세트, 수제핫도그세트",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F076,GOCHEOK,고척스카이돔,KIWOOM,쉬림프쉐프,내야 2층,3~4번 통로 사이,14,"크림새우, 마라새우",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F077,GOCHEOK,고척스카이돔,KIWOOM,매머드커피,내야 2층,3~4번 통로 사이,15,"아메리카노, 라떼, 에이드",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F078,GOCHEOK,고척스카이돔,KIWOOM,땅땅치킨,내야 2층,3~4번 통로 사이,16,"허브순살치킨, 땡초마요찹스",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F079,GOCHEOK,고척스카이돔,KIWOOM,마왕족발,내야 2층,9~10번 통로 사이,17,"통구이레드, 통구이블랙, 족발만두",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F080,GOCHEOK,고척스카이돔,KIWOOM,땅땅치킨,내야 2층,9~10번 통로 사이,18,"허브순살치킨, 땡초마요찹스",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F081,GOCHEOK,고척스카이돔,KIWOOM,초장집,내야 2층,9~10번 통로 사이,19,"막회, 물회, 육회, 초밥",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F082,GOCHEOK,고척스카이돔,KIWOOM,매머드커피,내야 2층,9~10번 통로 사이,20,"아메리카노, 라떼, 에이드",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F083,GOCHEOK,고척스카이돔,KIWOOM,편의점,내야 4층,24~25번 통로 사이,2,"캔맥주, 음료, 각종 스낵, 마른 안주",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F084,GOCHEOK,고척스카이돔,KIWOOM,히어로떡볶이,내야 4층,24~25번 통로 사이,2,"떡볶이, 로제떡볶이, 짜장떡볶이",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F085,GOCHEOK,고척스카이돔,KIWOOM,탐앤탐스,내야 4층,24~25번 통로 사이,3,"아메리카노, 라떼, 에이드",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
F086,GOCHEOK,고척스카이돔,KIWOOM,bk버거,내야 4층,24~25번 통로 사이,4,"한우버거세트, 수제핫도그세트",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기
